file_name,k,chunk_type,chunk_size,question_id,RFP_id
exp_output_k5_typesentences_size100.json,5,sentences,100,402,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,403,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,404,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,405,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,407,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,408,negative_rejection
exp_output_k5_typesentences_size100.json,5,sentences,100,409,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,314,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,145,infra_2
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,179,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,317,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,327,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,183,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,196,infra_3
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,66,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,187,infra_3
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,197,infra_3
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,174,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,338,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,195,infra_3
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,71,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,148,infra_2
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,276,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,340,infra_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,182,infra_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,227,natsec_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,208,natsec_5
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,125,natsec_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,383,natsec_2
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,260,natsec_6
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,371,natsec_2
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,131,natsec_4
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,368,natsec_2
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,22,natsec_3
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,51,natsec_7
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,225,natsec_1
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,400,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,401,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,402,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,403,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,404,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,405,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,407,negative_rejection
exp_output_k2_typeparagraphs_size15.json,2,paragraphs,15,409,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,145,infra_2
exp_output_k15_typewords_size50.json,15,words,50,81,infra_1
exp_output_k15_typewords_size50.json,15,words,50,179,infra_1
exp_output_k15_typewords_size50.json,15,words,50,146,infra_2
exp_output_k15_typewords_size50.json,15,words,50,196,infra_3
exp_output_k15_typewords_size50.json,15,words,50,197,infra_3
exp_output_k15_typewords_size50.json,15,words,50,195,infra_3
exp_output_k15_typewords_size50.json,15,words,50,92,infra_1
exp_output_k15_typewords_size50.json,15,words,50,285,infra_4
exp_output_k15_typewords_size50.json,15,words,50,148,infra_2
exp_output_k15_typewords_size50.json,15,words,50,276,infra_4
exp_output_k15_typewords_size50.json,15,words,50,147,infra_2
exp_output_k15_typewords_size50.json,15,words,50,274,infra_4
exp_output_k15_typewords_size50.json,15,words,50,383,natsec_2
exp_output_k15_typewords_size50.json,15,words,50,238,natsec_1
exp_output_k15_typewords_size50.json,15,words,50,51,natsec_7
exp_output_k15_typewords_size50.json,15,words,50,229,natsec_1
exp_output_k15_typewords_size50.json,15,words,50,24,natsec_3
exp_output_k15_typewords_size50.json,15,words,50,400,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,401,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,402,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,403,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,405,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,407,negative_rejection
exp_output_k15_typewords_size50.json,15,words,50,409,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,314,infra_4
exp_output_k2_typewords_size50.json,2,words,50,179,infra_1
exp_output_k2_typewords_size50.json,2,words,50,317,infra_4
exp_output_k2_typewords_size50.json,2,words,50,196,infra_3
exp_output_k2_typewords_size50.json,2,words,50,197,infra_3
exp_output_k2_typewords_size50.json,2,words,50,191,infra_3
exp_output_k2_typewords_size50.json,2,words,50,297,infra_4
exp_output_k2_typewords_size50.json,2,words,50,64,infra_1
exp_output_k2_typewords_size50.json,2,words,50,177,infra_1
exp_output_k2_typewords_size50.json,2,words,50,195,infra_3
exp_output_k2_typewords_size50.json,2,words,50,285,infra_4
exp_output_k2_typewords_size50.json,2,words,50,148,infra_2
exp_output_k2_typewords_size50.json,2,words,50,276,infra_4
exp_output_k2_typewords_size50.json,2,words,50,147,infra_2
exp_output_k2_typewords_size50.json,2,words,50,176,infra_1
exp_output_k2_typewords_size50.json,2,words,50,185,infra_1
exp_output_k2_typewords_size50.json,2,words,50,274,infra_4
exp_output_k2_typewords_size50.json,2,words,50,182,infra_1
exp_output_k2_typewords_size50.json,2,words,50,379,natsec_2
exp_output_k2_typewords_size50.json,2,words,50,120,natsec_4
exp_output_k2_typewords_size50.json,2,words,50,383,natsec_2
exp_output_k2_typewords_size50.json,2,words,50,238,natsec_1
exp_output_k2_typewords_size50.json,2,words,50,260,natsec_6
exp_output_k2_typewords_size50.json,2,words,50,22,natsec_3
exp_output_k2_typewords_size50.json,2,words,50,51,natsec_7
exp_output_k2_typewords_size50.json,2,words,50,225,natsec_1
exp_output_k2_typewords_size50.json,2,words,50,229,natsec_1
exp_output_k2_typewords_size50.json,2,words,50,400,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,401,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,402,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,403,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,404,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,405,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,407,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,408,negative_rejection
exp_output_k2_typewords_size50.json,2,words,50,409,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,145,infra_2
exp_output_k5_typewords_size500.json,5,words,500,146,infra_2
exp_output_k5_typewords_size500.json,5,words,500,183,infra_1
exp_output_k5_typewords_size500.json,5,words,500,197,infra_3
exp_output_k5_typewords_size500.json,5,words,500,338,infra_4
exp_output_k5_typewords_size500.json,5,words,500,137,infra_2
exp_output_k5_typewords_size500.json,5,words,500,177,infra_1
exp_output_k5_typewords_size500.json,5,words,500,195,infra_3
exp_output_k5_typewords_size500.json,5,words,500,144,infra_2
exp_output_k5_typewords_size500.json,5,words,500,172,infra_1
exp_output_k5_typewords_size500.json,5,words,500,276,infra_4
exp_output_k5_typewords_size500.json,5,words,500,147,infra_2
exp_output_k5_typewords_size500.json,5,words,500,182,infra_1
exp_output_k5_typewords_size500.json,5,words,500,256,natsec_6
exp_output_k5_typewords_size500.json,5,words,500,262,natsec_6
exp_output_k5_typewords_size500.json,5,words,500,260,natsec_6
exp_output_k5_typewords_size500.json,5,words,500,368,natsec_2
exp_output_k5_typewords_size500.json,5,words,500,220,natsec_5
exp_output_k5_typewords_size500.json,5,words,500,6,natsec_3
exp_output_k5_typewords_size500.json,5,words,500,11,natsec_3
exp_output_k5_typewords_size500.json,5,words,500,24,natsec_3
exp_output_k5_typewords_size500.json,5,words,500,400,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,401,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,402,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,403,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,404,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,405,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,407,negative_rejection
exp_output_k5_typewords_size500.json,5,words,500,409,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,138,infra_2
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,81,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,179,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,183,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,197,infra_3
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,174,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,338,infra_4
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,148,infra_2
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,172,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,276,infra_4
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,97,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,185,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,321,infra_4
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,182,infra_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,256,natsec_6
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,252,natsec_1
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,23,natsec_3
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,56,natsec_7
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,255,natsec_6
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,6,natsec_3
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,400,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,401,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,402,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,403,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,404,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,405,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,407,negative_rejection
exp_output_k15_typeparagraphs_size10.json,15,paragraphs,10,409,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,145,infra_2
exp_output_k2_typepages_size1.json,2,pages,1,343,infra_4
exp_output_k2_typepages_size1.json,2,pages,1,179,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,146,infra_2
exp_output_k2_typepages_size1.json,2,pages,1,317,infra_4
exp_output_k2_typepages_size1.json,2,pages,1,327,infra_4
exp_output_k2_typepages_size1.json,2,pages,1,183,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,187,infra_3
exp_output_k2_typepages_size1.json,2,pages,1,197,infra_3
exp_output_k2_typepages_size1.json,2,pages,1,338,infra_4
exp_output_k2_typepages_size1.json,2,pages,1,64,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,177,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,195,infra_3
exp_output_k2_typepages_size1.json,2,pages,1,148,infra_2
exp_output_k2_typepages_size1.json,2,pages,1,276,infra_4
exp_output_k2_typepages_size1.json,2,pages,1,185,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,182,infra_1
exp_output_k2_typepages_size1.json,2,pages,1,227,natsec_1
exp_output_k2_typepages_size1.json,2,pages,1,256,natsec_6
exp_output_k2_typepages_size1.json,2,pages,1,125,natsec_4
exp_output_k2_typepages_size1.json,2,pages,1,383,natsec_2
exp_output_k2_typepages_size1.json,2,pages,1,238,natsec_1
exp_output_k2_typepages_size1.json,2,pages,1,131,natsec_4
exp_output_k2_typepages_size1.json,2,pages,1,255,natsec_6
exp_output_k2_typepages_size1.json,2,pages,1,400,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,401,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,402,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,403,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,405,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,407,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,408,negative_rejection
exp_output_k2_typepages_size1.json,2,pages,1,409,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,145,infra_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,343,infra_4
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,179,infra_1
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,183,infra_1
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,197,infra_3
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,338,infra_4
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,144,infra_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,148,infra_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,276,infra_4
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,147,infra_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,340,infra_4
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,182,infra_1
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,252,natsec_1
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,208,natsec_5
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,125,natsec_4
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,23,natsec_3
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,371,natsec_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,368,natsec_2
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,400,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,401,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,402,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,403,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,404,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,405,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,406,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,407,negative_rejection
exp_output_k5_typeparagraphs_size15.json,5,paragraphs,15,409,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,314,infra_4
exp_output_k2_typesentences_size100.json,2,sentences,100,145,infra_2
exp_output_k2_typesentences_size100.json,2,sentences,100,146,infra_2
exp_output_k2_typesentences_size100.json,2,sentences,100,327,infra_4
exp_output_k2_typesentences_size100.json,2,sentences,100,183,infra_1
exp_output_k2_typesentences_size100.json,2,sentences,100,197,infra_3
exp_output_k2_typesentences_size100.json,2,sentences,100,338,infra_4
exp_output_k2_typesentences_size100.json,2,sentences,100,177,infra_1
exp_output_k2_typesentences_size100.json,2,sentences,100,148,infra_2
exp_output_k2_typesentences_size100.json,2,sentences,100,276,infra_4
exp_output_k2_typesentences_size100.json,2,sentences,100,147,infra_2
exp_output_k2_typesentences_size100.json,2,sentences,100,97,infra_1
exp_output_k2_typesentences_size100.json,2,sentences,100,172,infra_1
exp_output_k2_typesentences_size100.json,2,sentences,100,182,infra_1
exp_output_k2_typesentences_size100.json,2,sentences,100,3,natsec_3
exp_output_k2_typesentences_size100.json,2,sentences,100,208,natsec_5
exp_output_k2_typesentences_size100.json,2,sentences,100,125,natsec_4
exp_output_k2_typesentences_size100.json,2,sentences,100,383,natsec_2
exp_output_k2_typesentences_size100.json,2,sentences,100,260,natsec_6
exp_output_k2_typesentences_size100.json,2,sentences,100,131,natsec_4
exp_output_k2_typesentences_size100.json,2,sentences,100,368,natsec_2
exp_output_k2_typesentences_size100.json,2,sentences,100,22,natsec_3
exp_output_k2_typesentences_size100.json,2,sentences,100,14,natsec_3
exp_output_k2_typesentences_size100.json,2,sentences,100,154,natsec_8
exp_output_k2_typesentences_size100.json,2,sentences,100,105,natsec_4
exp_output_k2_typesentences_size100.json,2,sentences,100,400,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,401,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,402,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,403,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,404,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,405,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,407,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,408,negative_rejection
exp_output_k2_typesentences_size100.json,2,sentences,100,409,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,72,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,145,infra_2
exp_output_k15_typesentences_size50.json,15,sentences,50,138,infra_2
exp_output_k15_typesentences_size50.json,15,sentences,50,81,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,146,infra_2
exp_output_k15_typesentences_size50.json,15,sentences,50,196,infra_3
exp_output_k15_typesentences_size50.json,15,sentences,50,66,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,338,infra_4
exp_output_k15_typesentences_size50.json,15,sentences,50,195,infra_3
exp_output_k15_typesentences_size50.json,15,sentences,50,92,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,148,infra_2
exp_output_k15_typesentences_size50.json,15,sentences,50,276,infra_4
exp_output_k15_typesentences_size50.json,15,sentences,50,93,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,182,infra_1
exp_output_k15_typesentences_size50.json,15,sentences,50,383,natsec_2
exp_output_k15_typesentences_size50.json,15,sentences,50,23,natsec_3
exp_output_k15_typesentences_size50.json,15,sentences,50,56,natsec_7
exp_output_k15_typesentences_size50.json,15,sentences,50,255,natsec_6
exp_output_k15_typesentences_size50.json,15,sentences,50,217,natsec_5
exp_output_k15_typesentences_size50.json,15,sentences,50,24,natsec_3
exp_output_k15_typesentences_size50.json,15,sentences,50,400,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,401,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,402,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,403,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,404,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,405,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,407,negative_rejection
exp_output_k15_typesentences_size50.json,15,sentences,50,409,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,307,infra_4
exp_output_k2_typewords_size500.json,2,words,500,138,infra_2
exp_output_k2_typewords_size500.json,2,words,500,272,infra_4
exp_output_k2_typewords_size500.json,2,words,500,81,infra_1
exp_output_k2_typewords_size500.json,2,words,500,179,infra_1
exp_output_k2_typewords_size500.json,2,words,500,317,infra_4
exp_output_k2_typewords_size500.json,2,words,500,183,infra_1
exp_output_k2_typewords_size500.json,2,words,500,197,infra_3
exp_output_k2_typewords_size500.json,2,words,500,84,infra_1
exp_output_k2_typewords_size500.json,2,words,500,338,infra_4
exp_output_k2_typewords_size500.json,2,words,500,76,infra_1
exp_output_k2_typewords_size500.json,2,words,500,195,infra_3
exp_output_k2_typewords_size500.json,2,words,500,148,infra_2
exp_output_k2_typewords_size500.json,2,words,500,276,infra_4
exp_output_k2_typewords_size500.json,2,words,500,176,infra_1
exp_output_k2_typewords_size500.json,2,words,500,182,infra_1
exp_output_k2_typewords_size500.json,2,words,500,379,natsec_2
exp_output_k2_typewords_size500.json,2,words,500,23,natsec_3
exp_output_k2_typewords_size500.json,2,words,500,238,natsec_1
exp_output_k2_typewords_size500.json,2,words,500,368,natsec_2
exp_output_k2_typewords_size500.json,2,words,500,255,natsec_6
exp_output_k2_typewords_size500.json,2,words,500,6,natsec_3
exp_output_k2_typewords_size500.json,2,words,500,154,natsec_8
exp_output_k2_typewords_size500.json,2,words,500,24,natsec_3
exp_output_k2_typewords_size500.json,2,words,500,400,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,401,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,402,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,403,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,404,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,405,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,407,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,408,negative_rejection
exp_output_k2_typewords_size500.json,2,words,500,409,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,179,infra_1
exp_output_k10_typesentences_size100.json,10,sentences,100,183,infra_1
exp_output_k10_typesentences_size100.json,10,sentences,100,197,infra_3
exp_output_k10_typesentences_size100.json,10,sentences,100,177,infra_1
exp_output_k10_typesentences_size100.json,10,sentences,100,148,infra_2
exp_output_k10_typesentences_size100.json,10,sentences,100,276,infra_4
exp_output_k10_typesentences_size100.json,10,sentences,100,104,infra_1
exp_output_k10_typesentences_size100.json,10,sentences,100,321,infra_4
exp_output_k10_typesentences_size100.json,10,sentences,100,182,infra_1
exp_output_k10_typesentences_size100.json,10,sentences,100,3,natsec_3
exp_output_k10_typesentences_size100.json,10,sentences,100,256,natsec_6
exp_output_k10_typesentences_size100.json,10,sentences,100,383,natsec_2
exp_output_k10_typesentences_size100.json,10,sentences,100,260,natsec_6
exp_output_k10_typesentences_size100.json,10,sentences,100,131,natsec_4
exp_output_k10_typesentences_size100.json,10,sentences,100,56,natsec_7
exp_output_k10_typesentences_size100.json,10,sentences,100,255,natsec_6
exp_output_k10_typesentences_size100.json,10,sentences,100,22,natsec_3
exp_output_k10_typesentences_size100.json,10,sentences,100,400,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,401,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,402,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,403,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,404,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,405,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,407,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,408,negative_rejection
exp_output_k10_typesentences_size100.json,10,sentences,100,409,negative_rejection
exp_output_k10_typesentences_size50.json,10,sentences,50,145,infra_2
exp_output_k10_typesentences_size50.json,10,sentences,50,138,infra_2
exp_output_k10_typesentences_size50.json,10,sentences,50,183,infra_1
exp_output_k10_typesentences_size50.json,10,sentences,50,196,infra_3
